#;Раздел;Раздел(рус);Тогровая марка;Капсула;Капсула(рус);Тип продукта;Дизайн;Заголовок;Глтег;Тег1;Тег2;Тег3;Ткань;Крашение;Полное описание;Отношение;Главная картинка;ТН;Артикул;Цвет;Размер;Плотность
30;001_bathroom;Ванная;Cleanelly Collection;Champagne;Экрю-горчица-золото;Халат вафельный;Delicato gelsomino;Халат женский;новинка;Оттелка вышивкой, новая стркутура переплетения. ;;;Вафля;;С капюшоном ниже колен на 10 см. ;ParentCapsule;;Т121250;ХЦ-10.159-4144 мд.90 КР 1сорт 42р. (3007);'11-0106;42;266
30;001_bathroom;Ванная;Cleanelly Collection;Champagne;Экрю-горчица-золото;Халат вафельный;Delicato gelsomino;Халат женский;новинка;Оттелка вышивкой, новая стркутура переплетения. ;;;Вафля;;С капюшоном ниже колен на 10 см. ;ParentCapsule;;Т121251;ХЦ-10.159-4144 мд.90 КР 1сорт 44р. (3007);'11-0106;44;266
30;001_bathroom;Ванная;Cleanelly Collection;Champagne;Экрю-горчица-золото;Халат вафельный;Delicato gelsomino;Халат женский;новинка;Оттелка вышивкой, новая стркутура переплетения. ;;;Вафля;;С капюшоном ниже колен на 10 см. ;ParentCapsule;;Т121252;ХЦ-10.159-4144 мд.90 КР 1сорт 46р. (3007);'11-0106;46;266
30;001_bathroom;Ванная;Cleanelly Collection;Champagne;Экрю-горчица-золото;Халат вафельный;Delicato gelsomino;Халат женский;новинка;Оттелка вышивкой, новая стркутура переплетения. ;;;Вафля;;С капюшоном ниже колен на 10 см. ;ParentCapsule;;Т121253;ХЦ-10.159-4144 мд.90 КР 1сорт 48р. (3007);'11-0106;48;266
30;001_bathroom;Ванная;Cleanelly Collection;Champagne;Экрю-горчица-золото;Халат вафельный;Delicato gelsomino;Халат женский;новинка;Оттелка вышивкой, новая стркутура переплетения. ;;;Вафля;;С капюшоном ниже колен на 10 см. ;ParentCapsule;;Т121254;ХЦ-10.159-4144 мд.90 КР 1сорт 50р. (3007);'11-0106;50;266
30;001_bathroom;Ванная;Cleanelly Collection;Champagne;Экрю-горчица-золото;Халат вафельный;Delicato gelsomino;Халат женский;новинка;Оттелка вышивкой, новая стркутура переплетения. ;;;Вафля;;С капюшоном ниже колен на 10 см. ;ParentCapsule;;Т121255;ХЦ-10.159-4144 мд.90 КР 1сорт 52р. (3007);'11-0106;52;266
30;001_bathroom;Ванная;Cleanelly Collection;Champagne;Экрю-горчица-золото;Халат вафельный;Delicato gelsomino;Халат женский;новинка;Оттелка вышивкой, новая стркутура переплетения. ;;;Вафля;;С капюшоном ниже колен на 10 см. ;ParentCapsule;;Т121256;ХЦ-10.159-4144 мд.90 КР 1сорт 54р. (3007);'11-0106;54;266
31;001_bathroom;Ванная;Cleanelly Collection;Champagne;Экрю-горчица-золото;Халат вафельный;Nota di caffe;Халат мужской;новинка;Крупная вафля ;;;Вафля;; Халат с воротником-планкой на 15 см. ниже колен ;ParentCapsule;;Т121270;ХЦ-925-4145 мд.26 м 1сорт 46р. (3008);'15-1114;46;440
31;001_bathroom;Ванная;Cleanelly Collection;Champagne;Экрю-горчица-золото;Халат вафельный;Nota di caffe;Халат мужской;новинка;Крупная вафля ;;;Вафля;; Халат с воротником-планкой на 15 см. ниже колен ;ParentCapsule;;Т121271;ХЦ-925-4145 мд.26 м 1сорт 48р. (3008);'15-1114;48;440
31;001_bathroom;Ванная;Cleanelly Collection;Champagne;Экрю-горчица-золото;Халат вафельный;Nota di caffe;Халат мужской;новинка;Крупная вафля ;;;Вафля;; Халат с воротником-планкой на 15 см. ниже колен ;ParentCapsule;;Т121272;ХЦ-925-4145 мд.26 м 1сорт 50р. (3008);'15-1114;50;440
31;001_bathroom;Ванная;Cleanelly Collection;Champagne;Экрю-горчица-золото;Халат вафельный;Nota di caffe;Халат мужской;новинка;Крупная вафля ;;;Вафля;; Халат с воротником-планкой на 15 см. ниже колен ;ParentCapsule;;Т121273;ХЦ-925-4145 мд.26 м 1сорт 52р. (3008);'15-1114;52;440
31;001_bathroom;Ванная;Cleanelly Collection;Champagne;Экрю-горчица-золото;Халат вафельный;Nota di caffe;Халат мужской;новинка;Крупная вафля ;;;Вафля;; Халат с воротником-планкой на 15 см. ниже колен ;ParentCapsule;;Т121274;ХЦ-925-4145 мд.26 м 1сорт 54р. (3008);'15-1114;54;440
31;001_bathroom;Ванная;Cleanelly Collection;Champagne;Экрю-горчица-золото;Халат вафельный;Nota di caffe;Халат мужской;новинка;Крупная вафля ;;;Вафля;; Халат с воротником-планкой на 15 см. ниже колен ;ParentCapsule;;Т121275;ХЦ-925-4145 мд.26 м 1сорт 56р. (3008);'15-1114;56;440
32;001_bathroom;Ванная;Cleanelly Collection;Champagne;Экрю-горчица-золото;Коврик махровый;Asta di rattan;Коврик;новинка;;;;Махра;;;ParentCapsule;;Т121335;ПЦ-516-04146 1сорт;'10000;50X70;750
33;001_bathroom;Ванная;Cleanelly Collection;Kurosawa;Персико-Розовая;Полотенце махровое;Torta;Полотенце;новинка;Рельефная структура, эффект велюра;;;Махра;;;ParentCapsule;;Т120306;ПЦС-601-4076 1сорт;'13-1405;50X100;460
